"UrbanRural","NewExist","Term","NoEmp","GrAppv","SBA_Appv","DisbursementGross","Default"
0,2,93,9,214000,160500,214000,FALSE
0,2,84,12,50000,40000,50000,FALSE
1,1,47,10,35000,17500,35000,TRUE
0,1,300,5,100000,80000,100000,FALSE
1,1,84,4,90000,45000,90000,FALSE
0,1,240,20,312000,312000,312000,FALSE
0,2,28,12,140000,105000,140000,TRUE
0,1,300,10,295000,221250,295000,FALSE
1,1,120,3,15000,7500,15000,FALSE
0,2,84,4,140000,126000,140000,FALSE
1,1,84,6,50000,25000,116648,FALSE
0,1,84,340,400000,313600,400000,FALSE
2,1,84,1,22500,11250,22500,FALSE
0,1,240,14,100000,100000,100000,FALSE
1,1,34,8,50000,25000,89574,TRUE
2,2,84,31,150000,127500,150000,FALSE
0,1,180,2,25500,22950,25500,FALSE
0,1,84,3,100000,88000,100000,FALSE
2,1,84,8,50000,25000,50000,FALSE
0,1,84,6,188500,141375,188500,FALSE
1,1,45,4,40000,20000,39743,TRUE
1,2,84,4,10000,5000,10000,FALSE
1,2,84,3,25000,21250,25000,FALSE
0,1,288,2,170000,127500,170000,FALSE
1,1,240,3,418800,314100,418800,FALSE
0,2,4,2,140000,126000,140000,FALSE
2,1,204,8,227000,170250,227000,TRUE
1,1,240,2,451000,451000,451000,FALSE
0,1,120,6,140000,112000,128000,FALSE
0,1,119,1,210000,178500,210000,FALSE
2,1,84,9,200000,150000,200000,FALSE
0,1,48,4,30000,15000,30000,FALSE
1,1,84,2,10000,5000,10000,FALSE
2,1,187,7,160000,120000,160000,FALSE
1,1,70,4,20000,17000,20000,TRUE
1,1,13,7,69000,34500,69000,TRUE
1,1,36,2,20000,10000,20000,FALSE
0,1,73,2,260000,195000,260000,FALSE
0,1,0,6,90700,77095,90700,FALSE
2,1,180,5,150000,127500,150000,FALSE
1,2,60,1,27900,13950,27900,FALSE
0,2,180,2,150000,75000,150000,FALSE
1,1,37,27,500000,375000,500000,TRUE
1,1,84,12,25300,12650,25300,FALSE
2,2,84,1,198000,178200,198000,FALSE
2,2,90,17,75000,67500,75000,FALSE
1,1,84,5,150000,75000,150000,FALSE
0,1,84,11,45500,36400,45500,FALSE
1,1,84,2,12000,6000,16000,FALSE
0,2,60,5,25000,20000,25000,FALSE
0,2,84,1,41000,32800,41000,FALSE
0,1,240,33,965244,749995,965244,FALSE
0,1,240,6,345000,345000,345000,FALSE
2,1,21,12,120000,60000,300876,TRUE
0,2,36,4,40000,32000,40000,FALSE
2,1,180,2,196000,147000,196000,FALSE
0,1,180,2,120000,90000,120000,FALSE
1,1,84,5,35000,17500,35000,FALSE
1,2,126,3,111300,55650,111300,FALSE
0,1,84,6,40000,32000,40000,FALSE
1,2,240,1,896000,896000,896000,FALSE
2,1,120,13,157000,157000,157000,FALSE
0,1,240,27,750000,750000,750000,FALSE
2,1,120,1,85000,72250,85000,FALSE
0,1,84,72,700000,595000,700000,FALSE
2,1,42,2,50000,25000,50000,TRUE
1,1,31,1,50000,25000,90000,TRUE
0,1,240,8,415000,415000,415000,FALSE
2,1,0,12,60000,30000,76214,TRUE
1,1,56,6,35000,35000,35000,TRUE
2,2,84,12,180000,135000,180000,FALSE
1,1,97,2,5000,4250,5000,FALSE
0,2,84,1,50000,40000,50000,FALSE
1,1,68,2,100000,50000,97400,TRUE
1,1,84,4,60000,30000,60000,FALSE
1,2,240,1,1500000,1500000,1500000,FALSE
1,1,60,2,96000,48000,94557,FALSE
0,1,84,1,20000,18000,20000,FALSE
0,1,64,5,106000,79500,106000,TRUE
1,1,60,2,30000,15000,30000,FALSE
0,1,84,9,200000,164240,200000,FALSE
1,2,84,10,10000,5000,10000,FALSE
1,1,240,29,759000,759000,625000,FALSE
0,1,300,8,265000,198750,236000,FALSE
0,1,252,13,721368,541026,585000,FALSE
0,2,120,10,315000,267750,315000,FALSE
0,1,246,12,675000,506250,675000,FALSE
0,2,84,20,75000,60000,75000,FALSE
0,1,240,16,54000,54000,54000,FALSE
1,1,240,3,225000,168750,225000,FALSE
2,2,84,4,150000,127500,150000,FALSE
1,1,120,5,160000,120000,160000,FALSE
1,1,54,1,25000,12500,51320,TRUE
0,1,66,25,300000,225000,300000,FALSE
0,2,84,1,57000,51300,57000,FALSE
0,1,29,4,140000,105000,140000,TRUE
1,1,252,8,1320000,749997,1320000,FALSE
0,1,240,16,214000,214000,214000,FALSE
1,2,60,2,38600,19300,38600,FALSE
2,1,84,2,60000,30000,60000,FALSE
1,1,37,7,50000,25000,170778,TRUE
1,1,70,2,50000,25000,50000,TRUE
2,1,73,10,350000,175000,1133136,FALSE
1,1,84,10,50000,25000,56754,FALSE
1,2,101,10,350000,262500,175000,TRUE
2,1,36,4,25000,12500,29600,FALSE
1,1,84,27,100000,50000,100000,FALSE
1,1,27,3,250000,125000,558282,TRUE
1,1,60,24,103000,51500,103000,FALSE
0,1,84,2,64000,51200,64000,FALSE
1,1,12,11,350000,262500,350000,FALSE
0,1,183,6,53000,39750,53000,FALSE
1,1,84,9,25000,12500,60989,FALSE
2,2,161,4,297000,222750,297000,FALSE
1,1,84,2,50000,25000,50000,FALSE
1,1,120,1,240000,180000,237364,FALSE
0,1,180,3,102475,81980,102475,FALSE
1,1,252,1,624000,468000,624000,FALSE
0,1,60,32,50000,41600,50000,FALSE
2,1,60,4,58000,49300,58000,FALSE
1,1,56,4,150000,75000,150000,TRUE
1,1,39,4,25000,12500,37296,TRUE
0,1,69,7,75000,60000,50000,FALSE
1,1,84,1,50000,42500,50000,FALSE
1,1,84,1,35000,17500,35100,FALSE
1,1,84,7,30000,15000,31099,FALSE
1,2,72,12,50000,25000,50000,FALSE
1,1,84,1,30000,15000,64548,FALSE
1,1,43,8,50000,25000,124076,TRUE
1,1,84,12,150000,75000,151829,FALSE
0,1,87,3,250000,187500,85000,FALSE
1,1,6,5,80000,40000,183790,TRUE
2,1,84,1,10000,5000,14176,FALSE
0,2,60,35,40000,36000,40000,TRUE
1,1,52,5,100000,50000,158907,TRUE
2,1,60,6,60000,30000,60000,FALSE
0,1,120,3,142600,128340,142600,FALSE
1,1,54,12,275000,206250,275000,FALSE
0,1,300,12,684000,547200,684000,FALSE
2,2,60,2,250000,125000,250000,FALSE
1,1,240,40,318000,318000,271000,FALSE
0,1,240,10,60000,60000,60000,FALSE
0,1,120,2,30000,27000,30000,FALSE
1,1,120,1,17000,14450,17000,FALSE
0,1,240,8,267000,267000,246000,FALSE
1,1,50,3,85000,42500,85000,TRUE
1,2,300,2,620000,558000,620000,FALSE
0,2,240,6,300000,270000,300000,TRUE
1,1,60,13,25000,12500,25000,FALSE
0,1,84,6,95000,76000,95000,FALSE
0,1,6,50,155000,139500,155000,TRUE
0,1,216,1,45000,36000,45000,FALSE
2,1,37,1,5000,2500,10000,TRUE
0,1,120,23,50000,42500,50000,FALSE
0,1,90,4,200000,170000,200000,FALSE
1,2,84,1,5000,2500,5000,FALSE
0,1,180,14,550700,468095,550700,FALSE
1,1,72,9,125000,106250,125000,FALSE
2,2,87,1,93400,74720,93400,FALSE
1,1,60,2,77500,65875,77500,FALSE
1,1,78,6,40000,32000,40000,FALSE
1,2,12,2,5000,4250,5000,TRUE
1,1,44,2,35000,17500,83823,TRUE
0,1,12,5,100000,50000,100000,FALSE
0,1,65,6,600000,450000,600000,TRUE
0,1,120,20,750000,637500,750000,FALSE
0,1,60,3,70000,63000,70000,FALSE
1,1,120,21,167000,125250,166995,FALSE
0,1,227,15,100000,90000,100000,FALSE
1,2,84,1,25000,12500,61941,FALSE
1,1,60,4,17000,8500,17000,FALSE
1,2,90,2,150000,127500,150000,FALSE
0,1,73,5,30000,17100,30000,FALSE
0,1,146,26,350000,294000,350000,FALSE
1,1,144,6,228700,171525,228700,FALSE
1,1,84,1,20000,10000,20000,FALSE
2,1,36,4,25000,12500,28444,FALSE
1,1,306,15,459000,344250,459000,FALSE
0,2,329,9,25000,22500,25000,TRUE
1,1,84,2,5000,2500,21413,FALSE
1,1,84,3,170000,127500,170000,FALSE
0,1,300,20,1385000,999970,1385000,FALSE
1,1,47,1,5000,4250,5000,TRUE
2,1,120,25,560000,420000,560000,FALSE
1,2,88,2,227000,170250,210253,FALSE
1,1,83,20,75000,37500,189339,FALSE
1,1,5,12,125000,93750,125000,TRUE
0,1,84,35,500000,375000,500000,FALSE
1,1,84,15,40000,20000,40000,FALSE
1,1,84,20,60000,48000,60000,FALSE
0,1,6,8,35000,28000,35000,FALSE
1,1,49,7,180000,135000,180000,TRUE
0,1,66,10,449000,336750,449000,FALSE
1,1,240,19,588000,588000,588000,FALSE
0,1,265,60,808000,606000,808000,FALSE
2,2,1,3,100000,85000,100000,FALSE
1,1,60,4,24000,12000,24000,FALSE
1,1,84,5,149900,74950,149900,FALSE
2,2,84,55,84195,71565,84195,FALSE
1,1,120,20,204900,153675,204900,FALSE
1,1,36,7,17000,8500,17000,FALSE
0,1,14,8,144000,108000,144000,TRUE
0,2,87,6,104000,93600,104000,FALSE
0,1,240,7,125000,93750,125000,FALSE
2,2,84,2,40000,20000,40000,FALSE
0,2,84,2,48000,38400,38000,FALSE
0,1,300,2,500000,375000,500000,FALSE
1,1,108,56,200000,150000,200000,FALSE
2,2,84,1,140000,70000,241529,FALSE
0,1,84,19,300000,240000,250000,FALSE
1,1,120,2,200000,150000,200000,FALSE
1,2,84,6,50000,25000,97163,FALSE
0,2,84,6,132750,119475,132750,FALSE
1,2,50,3,150000,127500,150000,FALSE
0,1,48,7,100000,50000,100000,FALSE
1,2,84,1,26000,22100,26000,TRUE
2,1,146,7,65000,55250,65000,TRUE
1,1,84,1,30000,15000,126675,FALSE
0,1,84,7,31611,23392,31611,FALSE
1,1,48,1,50000,25000,50000,TRUE
0,1,84,6,155000,139500,155000,FALSE
0,1,299,25,360000,288000,359597,FALSE
1,1,300,3,398000,298500,398000,FALSE
1,2,60,1,21000,17850,21000,FALSE
1,1,84,45,250000,125000,240000,FALSE
1,2,59,2,10000,8500,10000,TRUE
1,1,40,11,35000,17500,71362,TRUE
1,2,60,1,34000,17000,34000,FALSE
1,1,24,5,25000,12500,25000,FALSE
0,1,84,11,80000,64000,80000,FALSE
1,1,84,1,10000,5000,13784,FALSE
1,1,84,1,35000,17500,35000,FALSE
1,1,300,1,220000,165000,220000,FALSE
0,1,48,14,60000,51000,60000,FALSE
1,1,84,7,60000,48000,60000,FALSE
0,2,240,1,500000,500000,500000,FALSE
1,2,84,0,25000,12500,25000,FALSE
0,2,36,3,50000,40000,50000,TRUE
1,1,23,3,56000,28000,55011,TRUE
1,1,80,6,60000,30000,152179,TRUE
0,1,84,2,53000,47700,53000,FALSE
0,1,84,4,204000,173400,204000,FALSE
1,2,84,2,50000,42500,50000,FALSE
1,1,62,2,15000,7500,20000,TRUE
1,1,84,2,25000,12500,25000,FALSE
0,1,264,2,315000,252000,315000,FALSE
0,1,84,4,60000,52200,60000,FALSE
0,1,260,3,296000,222000,296000,FALSE
1,1,90,3,100000,50000,100000,FALSE
1,1,56,2,100000,50000,318136,TRUE
1,2,240,1,578000,578000,578000,FALSE
1,2,48,1,10000,5000,20620,TRUE
2,1,212,10,175000,131250,175000,FALSE
1,2,93,3,208000,156000,208000,TRUE
1,1,240,1,864200,648150,864200,FALSE
1,1,23,5,761600,571200,699700,TRUE
0,1,48,1,35000,31500,35000,FALSE
1,1,8,3,45000,22500,45000,TRUE
2,1,34,3,30000,15000,30000,TRUE
1,1,276,4,360000,270000,360000,FALSE
0,1,84,6,150000,132000,150000,FALSE
0,1,279,38,910000,682500,910000,FALSE
2,2,240,6,275000,206250,275000,FALSE
0,2,90,4,80000,64000,80000,FALSE
1,1,288,2,420000,315000,240000,FALSE
1,1,84,10,30000,15000,30000,FALSE
1,1,84,3,20000,10000,53761,FALSE
0,1,120,2,99000,79200,99000,FALSE
1,1,60,3,50000,25000,102169,TRUE
1,2,55,2,20000,17000,20000,TRUE
1,1,23,5,50000,25000,130686,TRUE
0,1,120,73,205000,170150,205000,FALSE
0,1,300,5,394000,295500,394000,FALSE
2,1,240,8,143000,143000,143000,FALSE
0,2,43,2,42500,38250,13789,FALSE
1,1,240,15,1139000,1139000,1139000,FALSE
0,2,84,3,85000,76500,85000,FALSE
1,1,69,8,100000,50000,120000,TRUE
0,2,36,1,20000,10000,20000,FALSE
1,1,84,6,63000,31500,63000,FALSE
0,1,240,256,866000,866000,866000,FALSE
2,1,300,13,260000,195000,245000,FALSE
1,2,288,4,273000,204750,273000,FALSE
1,1,23,6,150000,112500,150000,TRUE
0,1,84,4,162000,137700,162000,FALSE
2,1,15,290,358000,268500,358000,TRUE
0,1,300,7,361500,271125,361500,FALSE
1,1,36,7,40000,20000,117531,FALSE
1,1,84,3,100000,50000,100000,FALSE
1,1,209,58,1333000,999750,1333000,TRUE
0,2,84,4,150000,112500,139331,FALSE
1,1,48,3,10000,5000,10000,FALSE
0,1,89,4,47500,38000,47500,FALSE
1,1,1,2,35000,17500,59275,TRUE
1,1,19,4,5000,4250,5000,TRUE
0,1,180,24,900000,612000,900000,FALSE
1,2,120,3,210000,157500,210000,FALSE
2,1,60,6,70000,56000,70000,FALSE
2,1,84,100,150000,75000,397000,FALSE
1,1,84,10,75000,37500,75000,FALSE
0,1,120,3,100000,75000,100000,FALSE
0,1,92,3,171000,128250,171000,FALSE
1,2,40,5,20000,10000,69647,TRUE
1,1,190,15,766000,574500,766000,TRUE
2,1,60,6,72000,36000,60400,FALSE
1,1,72,4,85000,42500,85000,FALSE
1,1,60,0,15200,7600,15200,FALSE
2,1,14,50,100000,85000,100000,FALSE
1,1,40,7,50000,40000,50000,TRUE
0,1,240,3,62100,31050,61650,FALSE
0,1,180,4,80000,72000,80000,FALSE
0,1,180,14,50800,45720,50800,FALSE
0,1,300,6,370000,277500,370000,FALSE
0,2,63,1,20000,16000,20000,FALSE
1,1,84,1,35000,17500,35000,FALSE
1,1,86,2,197000,147750,197000,TRUE
1,1,60,7,215000,107500,215000,FALSE
1,1,84,5,40000,20000,40000,FALSE
1,1,84,1,100000,50000,100000,FALSE
0,1,84,14,75000,60000,75000,FALSE
0,1,49,1,5000,4250,5000,TRUE
0,1,180,7,798000,454860,798000,FALSE
1,1,84,2,75000,37500,112990,FALSE
1,1,60,1,15000,7500,15000,FALSE
1,1,84,3,100000,50000,180623,FALSE
0,1,138,44,976000,732000,976000,FALSE
1,1,84,5,75000,63750,75000,FALSE
1,1,60,1,15000,7500,18522,FALSE
1,1,20,4,500000,250000,550000,FALSE
0,1,120,1,140000,105000,140000,FALSE
2,2,48,4,52100,26050,52100,FALSE
2,1,84,7,60000,30000,60000,FALSE
1,2,84,2,30000,15000,71008,FALSE
1,1,88,22,120000,90000,120000,FALSE
1,1,83,2,100000,50000,245521,FALSE
1,1,84,2,10000,5000,10000,FALSE
1,2,84,1,15000,7500,28788,FALSE
0,2,44,10,50000,45000,50000,TRUE
2,1,240,16,264000,264000,264000,FALSE
1,1,84,2,234500,175875,234500,FALSE
0,1,84,14,410000,307500,410000,FALSE
2,2,108,2,130500,110925,130500,FALSE
1,1,45,10,35000,17500,35000,TRUE
2,1,240,3,116000,116000,116000,FALSE
1,1,78,12,100000,50000,99913,FALSE
1,2,84,1,75000,37500,75000,FALSE
1,2,60,1,25000,12500,25000,FALSE
0,2,83,2,25500,22950,25500,FALSE
0,1,120,2,100000,90000,100000,FALSE
1,1,60,1,100000,50000,184881,TRUE
0,2,120,2,55000,44000,55000,FALSE
0,1,19,15,200000,160000,200000,FALSE
0,2,84,1,60000,54000,60000,FALSE
0,1,300,15,279000,209250,279000,FALSE
1,2,84,6,298700,224025,298700,FALSE
1,1,26,36,150000,112500,150000,TRUE
0,2,59,19,1250000,937500,2834821,FALSE
1,1,60,30,200000,100000,510155,FALSE
0,1,300,35,860000,645000,860000,FALSE
2,1,60,11,20000,10000,20000,FALSE
1,1,120,8,150000,112500,150000,FALSE
0,1,180,20,121000,121000,121000,FALSE
2,1,90,3,50300,40240,50300,FALSE
0,1,84,6,35000,31500,35000,TRUE
1,2,60,0,81300,40650,81300,FALSE
1,1,84,4,67500,54000,67500,FALSE
1,1,48,3,25000,12500,25000,TRUE
1,2,84,2,35000,17500,52500,FALSE
0,1,84,4,85000,76500,85000,FALSE
0,1,306,8,701000,525750,701000,FALSE
1,2,300,3,323000,242250,323000,FALSE
0,1,50,40,365000,273750,365000,TRUE
0,1,60,15,80000,40000,80000,FALSE
1,1,276,10,352000,264000,325000,FALSE
0,1,190,1,100000,90000,100000,FALSE
1,1,84,1,5000,4250,5000,FALSE
1,2,68,1,25000,12500,39097,TRUE
1,1,58,2,390300,292725,390300,TRUE
1,1,31,5,50000,25000,92000,TRUE
0,1,120,7,100000,90000,100000,FALSE
0,1,120,2,165000,123750,145000,FALSE
2,2,12,11,50000,25000,51077,FALSE
0,2,60,2,75000,56250,75000,FALSE
1,2,65,1,120000,102000,120000,TRUE
1,1,84,3,500000,450000,500000,FALSE
1,1,61,1,5000,4250,5000,FALSE
0,1,205,1,41225,32980,41225,FALSE
0,1,84,2,53700,48330,53700,FALSE
1,1,48,10,50000,25000,50000,FALSE
1,1,47,3,25000,12500,56846,FALSE
1,2,84,2,65000,32500,65000,FALSE
2,1,79,2,205000,153750,205000,TRUE
1,1,48,4,60000,30000,60000,FALSE
0,1,70,6,93000,83700,87000,FALSE
1,1,60,3,20000,10000,29695,FALSE
0,1,60,22,96000,81600,96000,FALSE
1,1,84,6,30500,15250,30500,FALSE
1,1,48,2,37500,18750,49000,FALSE
1,2,34,4,25000,12500,111304,TRUE
1,1,48,1,30000,15000,40225,FALSE
0,2,44,28,500000,425000,500000,TRUE
1,1,83,8,75000,37500,537315,FALSE
0,1,60,135,50000,25000,50000,FALSE
1,1,60,1,23900,11950,23900,FALSE
1,1,33,4,35000,17500,35968,TRUE
0,1,84,7,87000,78300,87000,FALSE
1,2,84,0,15000,7500,28300,FALSE
1,1,84,2,50000,25000,50000,FALSE
0,1,120,4,150000,111000,150000,FALSE
1,2,63,7,60000,51000,60000,FALSE
0,1,240,22,250000,250000,250000,FALSE
1,1,48,1,17000,8500,17000,FALSE
1,1,60,21,600000,450000,600000,FALSE
1,1,60,0,25000,12500,25000,FALSE
1,2,87,2,30000,25500,30000,FALSE
1,1,120,1,148800,126480,148800,FALSE
1,1,240,13,263000,263000,263000,FALSE
0,2,240,14,971000,728250,971000,FALSE
1,1,120,20,210000,157500,210000,FALSE
1,1,300,31,1326333,994750,1326333,FALSE
1,1,91,2,64000,48000,50400,TRUE
2,1,36,2,33300,29970,33300,FALSE
2,1,36,7,20000,17000,20000,FALSE
0,1,84,7,328000,278800,328000,FALSE
0,1,240,11,71000,71000,71000,FALSE
1,2,37,1,10000,5000,10000,TRUE
1,1,63,1,50000,25000,50000,TRUE
1,1,84,1,12000,6000,18644,FALSE
1,1,84,34,75000,37500,75000,FALSE
1,2,36,1,150000,127500,150000,FALSE
1,1,240,21,1428000,1428000,1428000,FALSE
1,1,23,1,10000,5000,46131,TRUE
1,1,84,18,68500,34250,68500,FALSE
0,1,12,19,30000,15000,30000,FALSE
0,1,84,18,100000,90000,100000,FALSE
2,1,240,17,393000,393000,393000,FALSE
0,1,84,2,50000,45000,50000,FALSE
0,1,120,6,150000,127500,150000,FALSE
1,1,84,6,35000,17500,35000,FALSE
1,1,26,1,40000,20000,58441,TRUE
0,2,97,8,55000,49500,55000,FALSE
2,1,48,14,85000,42500,85000,FALSE
2,2,60,20,421000,315750,421000,FALSE
1,2,120,2,150000,127500,150000,FALSE
1,1,120,2,40000,34000,40000,FALSE
1,2,60,10,60000,48000,60000,FALSE
0,1,29,1,10000,8500,10000,TRUE
1,1,120,12,415000,311250,415000,FALSE
0,1,60,6,50000,45000,50000,FALSE
0,2,240,2,75000,60000,75000,FALSE
1,1,17,1,25000,12500,25453,TRUE
1,1,84,1,5000,4250,5000,FALSE
1,1,84,1,10000,8500,10000,FALSE
0,1,240,4,134000,134000,134000,FALSE
1,1,19,8,50000,25000,95217,TRUE
0,1,120,7,160000,136000,160000,FALSE
0,2,60,4,72000,64800,72000,FALSE
0,2,60,1,22000,17600,22000,FALSE
1,1,85,9,435500,326625,435500,TRUE
1,1,58,2,90000,45000,90000,TRUE
0,1,240,14,208000,208000,208000,FALSE
1,1,84,12,400000,300000,400000,FALSE
0,1,120,7,120000,108000,120000,FALSE
1,1,84,1,10500,5250,10500,FALSE
1,2,36,1,34000,27200,34000,FALSE
1,1,84,2,45000,22500,146253,FALSE
0,1,161,2,63000,50400,63000,FALSE
1,2,120,1,115000,97750,115000,FALSE
0,1,300,4,250000,205250,250000,FALSE
1,1,84,2,5000,2500,5000,FALSE
1,1,36,6,50000,25000,80000,TRUE
0,1,240,10,127000,127000,127000,FALSE
1,2,87,7,112500,95625,112500,FALSE
1,1,108,4,100000,85000,100000,FALSE
1,1,5,1,5000,2500,5000,FALSE
1,1,12,15,100000,50000,131518,FALSE
2,1,84,3,10000,8500,10000,FALSE
0,1,84,8,20000,18000,20000,FALSE
1,1,84,15,50000,25000,206631,FALSE
0,2,120,30,156000,109200,156000,FALSE
1,1,84,11,100000,50000,140708,FALSE
1,1,84,3,100000,50000,100000,FALSE
1,1,38,2,50000,25000,50000,TRUE
0,1,84,23,306000,253980,306000,FALSE
0,2,120,1,300000,255000,300000,FALSE
1,1,58,12,50000,25000,50000,TRUE
1,1,84,2,11000,5500,13730,FALSE
2,1,180,2,83000,41500,83000,FALSE
0,1,240,24,490000,490000,490000,FALSE
1,1,84,60,200000,150000,200000,FALSE
2,2,60,2,75000,63750,75000,FALSE
0,1,84,3,12000,10800,12000,FALSE
1,1,60,9,20000,10000,20000,FALSE
1,1,240,18,1513000,1513000,1513000,FALSE
0,1,120,3,135000,108000,135000,FALSE
0,1,240,32,311000,311000,311000,FALSE
1,1,12,2,340000,306000,340000,FALSE
1,1,84,2,50000,25000,50000,FALSE
1,2,36,0,60000,30000,60000,FALSE
0,1,144,12,155000,124000,155000,FALSE
0,2,60,1,35000,31500,35000,FALSE
1,1,180,35,215000,161250,215000,FALSE
0,1,4,24,24600,18450,24600,FALSE
1,1,38,50,50000,25000,50000,FALSE
1,1,28,2,40000,20000,40000,TRUE
1,1,300,7,275400,206550,275400,FALSE
0,1,120,1,250000,212500,250000,FALSE
0,1,240,1,63000,56700,63000,FALSE
0,1,300,16,485000,363750,481900,FALSE
1,2,118,10,145500,123675,145500,FALSE
1,1,71,2,42000,21000,74447,FALSE
0,1,84,2,10160,8128,10160,FALSE
0,1,60,1,20000,16400,20000,FALSE
0,1,214,5,82000,65600,82000,FALSE
1,1,85,5,150000,75000,150005,FALSE
1,1,60,1,30000,15000,30000,FALSE
1,1,84,21,5000,2500,5000,FALSE
0,1,120,10,100000,80000,100000,FALSE
1,1,69,12,75000,37500,75000,TRUE
2,2,50,1,5000,4250,5000,TRUE
1,1,22,3,100000,50000,100000,TRUE
1,2,7,3,66200,56270,66200,TRUE
2,2,233,4,396700,297525,396700,TRUE
1,1,24,3,10000,5000,10999,TRUE
0,1,300,5,200000,150000,200000,FALSE
0,1,349,11,185000,138750,185000,FALSE
0,2,84,2,70000,56000,70000,FALSE
1,2,84,5,30000,15000,41992,FALSE
0,1,64,35,500000,320000,500000,FALSE
1,2,17,2,40200,34170,40200,TRUE
1,2,84,3,518000,388500,518000,FALSE
2,1,120,4,175000,131250,175000,FALSE
0,1,120,10,200000,150000,200000,FALSE
0,2,84,2,50000,45000,50000,FALSE
1,2,84,3,62500,50000,62500,FALSE
2,1,14,2,350000,262500,350000,TRUE
1,1,84,7,35000,17500,35000,FALSE
1,2,5,3,20000,10000,20000,TRUE
1,2,60,3,26300,13150,26300,FALSE
1,2,120,4,300000,225000,300000,FALSE
0,1,60,5,75000,60000,75000,FALSE
1,1,1,6,100000,50000,198983,TRUE
0,1,60,1,37000,33300,37000,FALSE
0,1,300,2,600000,510000,600000,FALSE
1,1,1,14,35000,17500,64966,TRUE
0,1,302,12,55000,27500,55000,FALSE
1,1,6,36,50000,25000,75000,FALSE
1,1,87,3,75000,37500,75000,FALSE
0,1,180,28,285000,242250,285000,FALSE
2,2,240,2,114000,114000,114000,FALSE
0,1,300,4,182750,146200,182750,FALSE
0,1,120,15,225000,180000,225000,FALSE
1,2,52,4,120000,102000,120000,TRUE
1,1,60,3,42000,21000,42000,FALSE
1,1,48,2,15000,7500,25996,FALSE
1,1,26,1,15000,12750,15000,FALSE
1,2,84,1,5000,4250,5000,FALSE
1,1,77,3,50000,42500,50000,TRUE
1,1,120,7,250000,187500,250000,FALSE
0,1,240,35,1000000,1000000,1000000,FALSE
0,1,120,4,425000,318750,425000,FALSE
1,2,60,1,20000,10000,25500,FALSE
0,1,240,4,622000,622000,622000,FALSE
1,2,60,3,30000,15000,30000,FALSE
1,1,48,2,50000,25000,175990,TRUE
1,2,98,2,150000,127500,150000,TRUE
0,2,60,3,30000,24000,30000,FALSE
1,1,36,18,50000,25000,50000,FALSE
0,1,240,37,309000,309000,268000,FALSE
0,1,84,18,50000,40000,50000,FALSE
2,1,87,30,150000,127500,150000,TRUE
1,1,300,7,585000,438750,585000,FALSE
1,1,60,10,35000,17500,60000,FALSE
0,2,180,7,200000,150000,200000,FALSE
1,1,104,8,54000,27000,54000,TRUE
0,1,288,4,87824,79042,87824,FALSE
0,2,84,2,70000,63000,70000,FALSE
2,2,55,4,55000,46750,55000,TRUE
1,1,216,2,690000,517500,690000,FALSE
1,1,71,1,25000,21250,24985,TRUE
0,1,84,225,1000000,750000,1000000,FALSE
0,1,18,7,80000,68000,80000,TRUE
1,2,34,5,50000,25000,50000,TRUE
1,2,84,3,5000,4250,5000,FALSE
1,1,51,1,5000,2500,5000,TRUE
2,1,190,2,25000,22500,25000,FALSE
1,2,26,2,129500,110075,129500,FALSE
1,1,300,30,1904000,999999,1904000,FALSE
0,1,60,26,90000,45000,115000,FALSE
0,1,96,31,250000,210000,250000,FALSE
0,1,240,15,219000,219000,219000,FALSE
1,2,120,4,300000,270000,300000,FALSE
0,1,122,14,900000,747000,900000,FALSE
2,1,36,6,42000,21000,42000,FALSE
1,1,60,65,1665000,1498500,2106713,FALSE
1,1,120,4,182200,136650,182200,FALSE
2,1,12,2,2000000,1800000,2000000,FALSE
2,2,49,9,165000,123750,165000,TRUE
1,1,240,70,331000,331000,331000,FALSE
0,1,60,31,119500,101575,119500,FALSE
2,2,84,106,1000000,750000,960000,FALSE
1,1,20,4,50000,25000,50000,TRUE
0,1,240,26,337000,337000,337000,FALSE
0,2,72,5,30000,24000,30000,FALSE
1,1,120,2,170000,127500,170000,FALSE
0,1,145,55,179000,134250,179000,FALSE
1,2,84,4,50000,25000,250331,FALSE
0,2,84,2,100000,90000,100000,FALSE
2,1,36,1,10000,5000,10000,FALSE
1,2,110,4,5000,4250,5000,TRUE
1,1,60,1,18100,9050,17700,FALSE
1,1,120,14,150000,75000,150000,FALSE
1,1,51,5,30000,15000,30000,TRUE
0,2,39,3,60000,48000,60000,FALSE
2,1,84,2,74000,59200,74000,FALSE
1,1,36,15,100000,50000,165000,FALSE
0,2,120,54,56500,50850,56500,TRUE
1,1,95,7,235000,176250,235000,TRUE
0,1,240,6,195000,195000,195000,FALSE
0,2,213,6,550000,467500,550000,TRUE
1,2,120,1,112500,84375,112500,FALSE
0,1,84,5,58400,52560,58400,FALSE
0,2,84,1,13500,10800,13500,FALSE
0,2,180,2,72000,57600,72000,FALSE
0,1,55,7,100000,87900,91480,TRUE
1,1,10,9,250000,125000,466738,TRUE
1,1,84,10,45000,22500,90592,FALSE
1,2,84,3,50000,25000,30619,FALSE
0,2,66,2,83000,66400,83000,FALSE
2,1,180,4,206100,154575,206100,FALSE
0,2,84,1,70120,56096,70120,TRUE
2,1,144,4,215000,161250,215000,FALSE
