"age","area_percentage","height_percentage","land_surface_condition","foundation_type","roof_type","count_families","has_secondary_use","Damage"
25,11,6,"t","w","n",1,0,0
20,5,5,"t","r","n",0,0,1
10,5,5,"t","w","n",1,0,1
30,12,6,"t","r","n",1,0,1
0,8,3,"t","r","n",0,0,0
20,5,8,"t","r","n",1,0,1
20,3,6,"t","r","n",1,0,1
5,5,3,"t","u","n",1,0,1
20,9,4,"t","r","n",1,0,1
60,5,7,"t","r","n",1,0,1
5,10,3,"t","r","n",0,1,1
30,7,7,"t","r","n",1,0,1
5,10,6,"t","r","n",1,0,1
80,19,8,"t","r","q",2,0,1
25,8,6,"o","r","q",1,0,1
5,7,3,"t","w","q",1,0,1
20,11,5,"t","r","n",1,0,1
10,6,6,"t","r","n",1,0,1
40,10,6,"t","r","n",1,1,1
45,7,8,"t","r","q",1,0,1
80,23,5,"t","r","n",1,0,1
10,11,4,"t","r","q",1,0,0
20,7,8,"n","r","x",1,0,1
10,4,4,"t","r","q",1,0,1
25,4,4,"t","r","n",1,1,1
0,11,4,"t","r","q",1,0,1
15,4,3,"t","r","n",1,0,1
0,6,8,"t","r","q",1,0,1
10,9,3,"t","u","n",1,0,0
10,7,4,"t","r","n",1,0,1
20,7,3,"t","r","n",1,0,1
15,6,6,"t","r","n",2,0,1
30,16,6,"t","r","n",2,1,1
15,5,4,"t","r","n",1,0,1
5,3,2,"t","r","n",1,0,1
5,6,6,"t","r","q",1,0,1
10,8,5,"n","r","q",1,0,1
25,7,5,"t","r","n",1,0,1
15,5,5,"n","r","q",1,0,1
0,9,5,"t","r","n",1,0,1
70,9,7,"t","r","n",1,0,1
30,10,6,"t","r","n",1,0,1
20,10,6,"t","r","q",1,0,1
10,5,5,"t","r","n",1,0,1
0,26,7,"t","i","x",4,1,0
10,6,5,"t","r","n",1,0,1
15,6,6,"t","r","q",1,0,0
15,7,5,"t","r","n",0,0,1
65,5,4,"t","r","n",1,0,1
20,19,7,"t","r","n",1,0,1
20,12,4,"t","r","q",1,0,1
15,6,5,"t","r","n",1,1,1
10,5,6,"t","r","n",1,1,1
0,11,3,"t","r","n",1,0,0
0,4,4,"t","r","n",0,0,1
10,11,5,"t","r","n",1,0,1
5,9,5,"t","r","n",1,1,1
40,5,6,"t","r","q",1,0,1
30,14,4,"t","r","n",1,0,1
15,8,7,"t","r","n",0,1,1
10,7,7,"t","r","n",1,0,1
50,10,10,"t","r","x",1,0,1
60,7,7,"t","r","n",1,0,1
25,4,6,"t","r","n",1,0,1
25,6,8,"t","r","q",1,0,1
20,9,7,"o","r","n",1,0,1
10,4,5,"t","r","n",1,0,1
20,17,8,"t","r","n",0,0,1
20,6,6,"t","r","n",1,0,0
10,10,6,"t","r","q",0,0,0
15,5,7,"t","r","n",1,0,1
45,7,6,"t","r","n",1,0,1
25,7,6,"n","r","n",1,0,1
0,10,4,"t","r","n",1,0,1
40,7,5,"t","r","n",1,0,1
10,9,5,"t","r","n",1,0,1
20,6,5,"n","r","n",1,0,1
10,3,7,"t","r","n",1,0,1
10,12,5,"t","w","q",1,1,0
0,9,6,"o","r","n",1,1,1
20,4,7,"t","r","n",0,0,1
55,8,7,"t","r","n",1,0,1
40,10,7,"t","r","q",1,0,1
10,15,7,"t","r","n",2,0,1
30,8,5,"t","r","n",1,0,1
10,8,6,"t","r","q",1,0,1
10,6,2,"t","r","n",1,0,1
40,7,4,"t","r","n",1,0,0
30,8,3,"t","r","n",0,0,1
15,6,5,"n","r","n",1,1,1
15,6,5,"n","r","n",1,0,1
15,8,7,"t","r","n",1,0,1
0,4,4,"t","r","n",1,0,0
35,3,8,"t","r","n",1,0,1
25,3,5,"t","r","n",1,0,1
20,8,5,"t","r","n",1,0,1
25,6,4,"t","r","q",1,0,1
80,11,8,"t","r","n",1,0,1
20,6,3,"t","r","n",1,0,1
20,12,7,"t","r","n",2,0,1
0,6,2,"o","r","n",1,0,0
80,14,10,"n","r","n",1,0,1
10,7,7,"t","r","q",3,0,1
25,5,7,"t","r","n",1,0,1
50,6,4,"t","r","q",1,0,1
10,5,5,"t","r","n",1,0,1
15,7,7,"t","r","q",1,0,1
5,7,4,"t","r","n",1,0,1
20,7,6,"n","r","q",1,0,1
0,10,5,"t","i","x",1,0,1
0,7,7,"t","r","n",1,0,1
25,6,6,"t","r","q",1,0,1
15,10,5,"t","r","n",2,0,0
5,10,5,"t","r","n",2,0,0
35,4,6,"t","r","n",1,1,1
0,7,7,"t","u","q",1,0,1
25,16,7,"t","u","x",1,0,0
10,10,5,"t","r","n",0,1,1
50,7,4,"t","r","n",1,0,1
30,7,5,"t","r","n",1,1,1
25,5,5,"t","r","n",1,0,1
5,5,3,"t","r","n",1,0,1
5,4,5,"t","r","n",1,0,1
10,6,5,"t","r","n",0,0,1
20,11,5,"t","r","n",1,0,1
15,9,7,"t","r","n",1,0,1
60,6,7,"t","r","n",1,0,1
90,5,5,"t","r","q",1,1,1
20,15,7,"t","u","n",1,0,1
45,7,5,"t","r","q",1,1,1
35,8,4,"t","r","x",1,0,1
30,4,4,"t","r","q",1,0,1
5,6,2,"t","r","n",1,0,1
10,4,5,"t","r","q",1,0,1
0,14,5,"t","r","q",1,0,1
15,10,6,"t","u","n",1,0,1
10,3,7,"t","w","q",1,0,1
15,7,7,"n","r","n",1,0,1
10,19,6,"t","i","x",1,1,0
40,6,8,"t","r","q",1,0,1
10,5,3,"t","r","x",1,0,1
20,6,4,"t","r","n",1,0,1
50,12,7,"n","r","n",1,0,1
5,7,5,"t","r","n",1,0,1
5,4,4,"t","w","n",0,0,1
5,5,2,"t","r","n",1,0,1
5,12,4,"t","r","n",1,0,0
0,6,7,"t","r","n",1,0,1
50,11,4,"t","r","n",2,0,1
10,11,5,"t","i","x",0,0,1
5,8,6,"t","r","n",1,0,1
0,4,3,"t","u","n",1,0,0
20,7,6,"t","r","n",1,0,1
50,6,5,"t","r","n",1,0,1
40,3,6,"t","r","n",1,0,1
10,12,5,"t","r","q",1,0,1
0,18,9,"t","i","x",3,1,1
5,6,2,"t","r","n",1,0,1
20,9,7,"t","r","n",2,0,1
5,7,7,"t","r","n",1,0,1
10,4,7,"t","r","q",1,0,1
30,4,9,"t","r","q",1,0,1
60,9,6,"t","h","n",1,0,1
50,3,5,"t","r","n",1,0,1
0,5,3,"t","u","n",1,0,0
5,10,7,"t","r","n",1,0,1
0,5,6,"t","r","n",1,0,1
5,7,5,"t","r","n",1,1,1
0,5,3,"n","r","q",1,0,1
10,6,6,"t","w","n",1,0,1
0,9,5,"t","r","n",1,0,1
45,8,7,"t","r","n",1,0,1
0,6,6,"t","r","n",1,0,1
10,9,5,"o","r","n",1,0,1
0,6,4,"t","r","n",1,1,1
0,2,5,"t","r","n",1,0,0
30,11,7,"t","r","q",2,0,1
20,12,3,"t","i","x",1,0,0
15,13,7,"t","r","n",1,0,1
20,14,9,"t","u","q",1,0,1
5,10,3,"t","i","x",1,0,1
40,10,4,"t","r","q",1,0,1
15,5,5,"t","r","n",1,1,1
65,8,6,"t","r","n",1,0,1
20,5,6,"t","r","n",1,1,1
25,6,4,"t","r","n",0,0,0
30,8,6,"t","r","n",1,0,1
20,8,6,"t","r","n",1,0,1
80,8,6,"t","r","q",1,0,1
20,7,7,"t","r","q",1,0,1
5,3,5,"t","r","n",0,1,1
5,7,6,"n","r","n",1,0,1
0,6,5,"t","r","n",1,0,1
0,8,4,"t","r","n",1,0,1
0,14,3,"t","r","n",3,0,0
0,11,9,"t","i","x",1,0,0
0,6,3,"t","r","n",1,0,0
30,8,10,"t","r","x",1,0,1
15,12,5,"t","r","n",0,0,1
5,7,7,"t","h","q",1,0,0
25,10,7,"n","r","n",1,0,1
10,8,7,"n","r","n",0,0,1
50,8,5,"t","r","q",1,0,1
45,11,5,"t","r","q",1,0,1
0,3,4,"t","r","n",1,0,1
5,11,7,"t","u","n",1,0,1
15,8,7,"t","r","q",1,0,1
5,11,3,"t","i","x",1,0,0
10,7,5,"t","r","n",1,0,1
10,10,7,"t","r","n",1,1,1
15,7,6,"n","w","q",1,0,1
10,9,4,"t","r","q",1,0,1
25,10,5,"t","r","n",1,0,1
20,8,4,"t","r","q",1,0,1
10,7,5,"n","r","n",1,0,1
50,11,7,"t","r","n",1,0,1
5,9,6,"t","r","n",1,0,1
10,5,8,"t","r","n",0,1,1
10,9,6,"n","w","q",1,0,1
40,8,2,"o","r","n",1,0,0
15,5,7,"t","r","q",1,0,1
10,7,5,"t","r","n",1,0,1
25,6,7,"t","r","n",1,0,1
10,3,6,"t","r","n",1,0,1
20,7,8,"t","r","q",1,0,1
40,8,5,"t","r","n",1,0,1
5,3,5,"t","w","n",1,0,1
25,6,6,"t","r","n",1,0,1
25,8,5,"t","r","n",1,0,1
0,9,3,"n","u","n",1,0,0
25,6,5,"t","r","n",1,0,1
0,13,5,"n","r","n",1,0,1
0,6,4,"t","r","n",1,0,1
15,8,5,"t","r","q",1,0,1
25,5,4,"t","r","n",1,0,1
20,5,3,"n","r","n",1,0,1
20,4,6,"t","r","q",1,0,1
10,6,2,"t","r","q",1,0,0
15,7,6,"t","r","q",1,0,1
30,8,5,"t","r","n",1,0,1
45,7,4,"t","r","n",1,0,1
85,6,3,"t","r","n",1,0,0
10,6,6,"t","r","n",2,0,1
5,17,4,"t","w","n",1,0,1
30,5,5,"t","r","n",1,0,1
20,6,6,"t","r","n",1,0,1
35,7,5,"t","r","n",1,0,1
35,8,4,"t","r","n",1,0,1
40,7,6,"n","r","n",2,0,1
10,8,2,"t","r","n",1,0,0
5,18,12,"t","i","x",1,0,1
30,7,7,"t","r","q",1,0,1
40,5,3,"t","r","n",1,0,1
50,4,6,"t","r","q",1,0,1
20,6,4,"t","r","n",1,0,1
10,8,7,"t","r","n",1,0,1
25,13,6,"t","r","n",1,0,1
10,18,10,"t","i","x",1,1,0
15,10,6,"t","r","n",0,0,1
15,6,3,"t","r","n",1,0,1
10,9,8,"t","r","n",1,0,1
80,11,7,"t","r","n",1,0,1
0,5,2,"t","r","n",1,0,1
10,6,5,"t","u","q",1,0,1
5,8,6,"t","r","q",1,0,1
10,7,5,"n","r","n",1,0,0
30,8,4,"t","r","q",1,0,1
35,4,2,"n","r","n",1,0,1
5,6,6,"n","r","n",1,0,1
15,10,6,"t","r","n",1,0,1
15,14,4,"t","r","n",1,0,1
5,10,7,"t","r","n",1,0,1
15,16,8,"t","r","n",2,0,1
10,9,3,"t","u","q",1,0,0
10,9,5,"t","r","n",1,0,1
40,5,4,"t","r","n",0,0,1
15,8,4,"t","u","n",1,0,1
5,6,7,"t","r","n",1,0,1
10,7,5,"t","r","n",1,0,1
15,7,5,"t","r","q",0,0,1
5,11,8,"o","r","n",0,0,1
25,3,4,"t","r","n",1,0,1
20,8,6,"t","u","x",1,1,0
80,10,7,"t","r","q",1,0,1
5,17,10,"o","i","x",3,1,0
15,6,5,"t","r","x",1,0,0
20,11,3,"t","r","n",0,1,1
30,3,4,"t","r","n",0,0,1
20,6,8,"t","r","q",1,0,1
40,4,4,"t","r","n",1,0,1
15,7,6,"t","r","q",1,0,1
0,7,7,"t","r","n",1,0,1
5,5,5,"t","w","n",1,0,1
80,2,6,"t","r","n",0,0,1
30,6,5,"t","r","n",1,0,1
20,10,5,"n","r","q",1,0,1
25,6,5,"t","r","n",1,0,1
10,11,5,"t","r","n",1,0,1
0,11,3,"t","r","n",1,0,0
0,5,3,"t","r","q",1,0,1
5,3,2,"t","r","n",1,0,1
35,9,5,"t","r","n",1,0,1
30,7,7,"n","r","n",1,0,1
40,17,5,"t","r","q",1,0,1
10,8,5,"t","w","q",1,0,0
15,4,8,"t","r","n",1,0,1
0,10,3,"t","i","x",1,0,1
25,7,5,"t","r","n",2,0,1
35,7,4,"t","r","n",1,0,1
5,16,3,"t","i","x",1,0,0
0,10,8,"t","r","q",1,0,1
20,11,4,"t","r","q",1,0,1
5,17,6,"o","r","q",2,0,1
15,12,5,"t","r","n",1,0,1
15,7,7,"o","r","n",1,1,0
35,4,6,"o","r","n",1,0,1
5,8,4,"n","r","q",1,0,1
40,10,5,"t","u","n",1,0,1
25,8,4,"t","r","n",2,0,1
15,6,5,"t","r","n",1,0,1
15,15,7,"t","r","n",1,0,1
30,4,5,"t","r","q",1,0,1
0,4,8,"n","r","n",1,0,1
50,7,4,"n","r","q",0,0,1
20,9,5,"t","r","n",1,0,1
10,8,5,"t","r","n",1,1,1
0,6,3,"t","r","n",1,0,0
30,11,6,"t","r","n",1,0,1
0,14,7,"n","w","n",1,0,0
25,9,5,"t","r","n",1,0,1
15,3,2,"t","r","n",1,0,1
60,13,7,"t","u","n",2,0,1
15,15,5,"o","r","n",1,0,1
20,7,5,"t","r","q",1,0,1
20,5,5,"t","r","n",1,0,1
30,11,9,"t","r","n",1,0,1
10,5,5,"t","r","n",1,1,1
0,7,8,"t","w","q",1,0,0
20,9,4,"t","r","q",1,0,1
10,10,6,"t","u","n",1,0,0
40,11,8,"t","u","x",1,0,1
30,9,5,"t","r","n",0,0,1
20,7,5,"t","r","n",1,0,0
0,7,3,"t","r","n",1,0,1
80,10,7,"t","r","n",1,0,1
0,11,6,"t","i","x",1,1,1
0,5,3,"n","u","n",1,0,0
5,8,5,"t","i","x",0,0,0
5,5,5,"t","r","n",1,0,1
60,7,5,"t","r","n",2,0,1
25,5,3,"n","r","n",1,0,1
80,14,6,"t","r","n",1,0,1
25,4,5,"n","r","n",1,0,1
10,7,4,"t","r","q",1,1,1
5,9,4,"t","r","n",1,1,1
10,12,7,"t","r","q",1,0,1
10,6,6,"t","r","n",1,0,1
20,5,7,"t","r","n",1,0,1
5,8,4,"t","u","n",1,0,1
5,11,5,"t","r","n",1,0,1
50,7,6,"t","r","n",1,0,1
80,5,7,"t","r","n",1,0,1
70,8,2,"t","r","n",1,0,1
5,7,6,"n","r","q",1,0,1
5,10,8,"n","r","q",1,0,1
5,5,2,"t","r","n",1,0,1
15,5,7,"t","r","n",1,0,1
40,9,5,"t","r","n",1,0,1
5,4,6,"t","r","n",1,0,1
0,12,2,"t","r","n",1,0,0
20,5,5,"t","r","q",1,0,1
5,7,7,"t","r","q",1,0,1
0,5,3,"t","r","n",1,0,0
15,35,3,"t","i","x",1,0,0
40,6,3,"t","r","n",1,0,1
20,5,6,"t","r","n",1,0,1
20,7,2,"n","r","n",1,0,1
20,9,7,"t","r","q",1,0,1
25,6,5,"t","r","n",1,0,1
20,10,5,"t","r","n",0,0,1
85,8,8,"t","r","n",1,0,1
25,7,5,"t","r","q",1,0,1
10,9,6,"n","r","q",1,0,1
15,18,6,"t","i","x",1,0,0
15,6,7,"n","r","n",0,0,0
40,13,5,"t","r","n",1,1,1
15,6,5,"t","r","n",2,1,1
45,10,10,"t","r","q",1,0,1
0,7,5,"n","r","n",1,0,1
10,5,5,"t","r","n",1,0,1
30,4,3,"t","r","n",1,0,1
55,6,3,"t","r","n",1,0,1
15,6,6,"t","r","q",1,0,1
0,5,5,"t","r","n",1,0,1
15,8,4,"t","r","n",0,0,1
30,7,7,"t","r","q",1,0,1
55,4,5,"n","r","q",1,0,1
15,2,2,"t","w","n",1,0,1
20,6,7,"t","r","n",1,0,1
10,10,5,"t","r","n",3,0,1
20,3,5,"t","r","n",1,0,1
0,7,6,"t","w","q",1,0,1
30,4,4,"t","r","n",1,0,1
5,6,8,"t","u","q",1,0,1
15,11,4,"t","r","n",2,1,1
5,7,5,"t","r","q",1,0,1
35,4,4,"t","r","q",1,0,0
10,8,7,"n","r","n",1,0,1
45,7,6,"t","r","n",1,0,1
15,9,5,"t","r","q",2,0,1
20,9,5,"t","r","q",1,0,1
60,6,3,"t","r","n",1,0,1
30,6,6,"t","r","n",1,0,1
25,9,3,"t","r","n",1,1,1
40,5,3,"t","r","n",0,0,1
5,3,5,"t","r","q",1,0,1
0,7,3,"t","r","n",1,0,0
40,9,7,"t","u","n",0,0,1
20,6,5,"t","r","n",1,0,1
30,7,7,"t","r","q",1,0,1
20,5,6,"t","r","n",1,0,1
5,7,5,"t","r","n",1,0,1
0,6,8,"t","r","n",1,1,1
5,5,3,"t","r","n",1,0,1
5,6,5,"t","r","q",1,0,1
5,3,5,"n","r","q",1,0,1
10,8,5,"t","r","n",0,0,1
45,5,4,"n","r","n",1,0,1
10,11,3,"t","r","n",1,0,0
45,7,7,"t","r","q",1,0,1
10,7,5,"t","r","n",1,0,0
30,8,4,"t","r","n",1,0,1
10,9,5,"t","r","n",1,0,1
0,14,10,"t","i","x",0,0,0
30,13,5,"t","r","n",1,0,1
10,5,6,"t","r","n",1,0,1
70,4,5,"t","r","n",1,0,1
25,7,8,"t","r","q",1,0,1
10,5,7,"t","r","n",1,0,1
0,10,6,"t","r","n",1,0,1
15,4,5,"t","r","n",1,0,1
20,4,6,"t","r","n",1,0,1
5,4,3,"t","r","n",1,0,1
30,6,5,"n","r","n",1,0,1
15,67,4,"n","r","n",1,0,1
0,8,5,"t","r","n",1,0,1
25,11,6,"n","r","q",1,0,1
20,9,7,"n","r","n",1,0,1
10,5,4,"t","r","n",1,0,1
35,6,4,"t","r","q",1,0,1
15,4,5,"t","r","q",1,0,1
35,4,8,"t","r","n",1,0,1
10,6,3,"t","r","n",0,1,1
5,17,5,"t","r","n",1,1,1
0,5,4,"t","w","q",0,0,0
60,8,8,"t","r","n",1,0,1
0,7,5,"o","w","q",1,0,1
40,7,5,"t","r","q",1,0,1
15,9,5,"t","r","n",1,0,1
20,11,6,"n","r","n",1,0,1
40,6,6,"t","r","n",1,0,1
0,7,7,"t","r","q",1,0,1
50,6,3,"t","r","n",1,0,0
35,8,7,"t","r","n",1,0,0
20,6,5,"t","r","n",1,0,1
50,12,10,"t","r","q",0,0,1
15,4,3,"t","u","n",1,0,1
15,10,8,"n","r","n",1,0,1
25,6,4,"t","r","n",1,0,1
5,3,5,"t","w","q",1,0,1
15,3,4,"t","r","n",1,0,0
30,6,6,"n","r","n",1,0,1
80,9,10,"t","u","n",1,0,1
10,11,10,"t","i","x",1,0,0
10,7,2,"t","r","n",1,0,1
15,3,4,"n","r","n",2,0,1
15,5,5,"t","r","n",1,0,1
60,5,5,"t","r","q",0,1,1
60,6,10,"t","r","n",1,0,1
0,14,6,"t","r","n",1,0,0
5,5,5,"t","r","n",0,0,1
10,9,4,"o","r","q",0,0,1
5,6,3,"n","w","n",1,0,1
25,10,8,"t","r","q",1,0,1
10,6,10,"t","r","n",1,0,1
35,14,7,"t","r","n",1,0,1
35,7,6,"t","r","q",1,0,1
40,5,6,"t","r","n",1,0,1
30,8,8,"t","r","n",1,0,1
0,11,3,"t","r","n",1,0,0
65,8,6,"t","r","n",1,0,1
0,10,5,"t","r","n",1,0,1
30,8,6,"t","r","q",1,0,1
0,10,3,"t","w","n",2,1,0
10,8,6,"t","r","n",0,1,1
20,9,5,"t","u","n",1,0,1
25,17,6,"t","r","q",2,0,1
10,3,5,"n","r","n",1,0,1
10,4,3,"n","r","n",1,0,1
10,10,5,"t","r","n",1,0,1
5,5,5,"t","r","n",1,1,1
30,5,5,"t","r","n",1,0,1
30,17,7,"t","r","n",1,0,1
15,4,6,"t","r","q",1,0,1
10,8,7,"t","r","n",1,0,1
0,5,3,"t","r","n",0,0,1
20,9,7,"t","r","n",1,0,1
15,16,4,"t","r","n",1,0,1
15,8,5,"t","r","q",1,0,1
15,7,5,"t","r","n",1,0,1
20,8,5,"n","r","q",1,0,1
20,8,7,"t","r","n",1,0,1
10,10,3,"t","r","n",1,0,0
30,11,4,"t","r","q",1,0,0
25,7,5,"t","r","n",1,0,1
30,6,6,"t","r","q",1,0,1
10,8,7,"t","r","q",1,1,1
50,3,3,"t","r","n",1,0,1
80,9,8,"t","r","n",2,1,1
10,6,7,"t","u","n",1,0,0
40,7,4,"n","r","q",1,0,1
15,6,5,"t","r","q",1,0,1
5,7,4,"t","r","q",1,0,1
0,7,7,"o","r","n",1,0,1
10,13,7,"t","r","q",3,0,1
0,9,6,"n","r","n",1,0,1
50,7,10,"t","r","n",1,0,1
5,6,7,"t","r","n",1,0,1
40,8,8,"t","r","q",0,1,1
25,10,6,"n","r","q",1,0,1
15,5,3,"t","r","n",0,0,1
20,7,6,"t","r","n",1,0,1
5,6,6,"t","w","q",1,0,1
55,11,6,"t","r","q",1,0,1
30,6,7,"t","r","n",1,0,1
10,17,3,"t","r","n",1,0,1
0,7,3,"t","r","n",1,1,1
15,5,4,"t","w","n",1,0,0
5,4,5,"t","r","n",1,0,1
25,9,8,"t","r","n",1,0,1
0,14,3,"t","i","x",0,0,0
5,12,5,"t","r","n",1,0,1
15,9,5,"t","r","n",1,0,1
0,8,6,"t","r","n",1,0,1
35,6,8,"t","r","n",1,0,1
20,8,7,"t","r","n",1,0,1
35,6,6,"t","r","n",1,0,1
15,5,6,"t","r","q",0,0,1
45,7,5,"t","r","q",1,0,1
55,3,7,"t","r","n",1,0,1
20,10,8,"n","r","x",1,0,0
10,14,4,"o","r","q",1,0,1
5,43,5,"t","r","n",4,0,1
5,9,4,"t","r","n",1,0,1
5,6,3,"o","r","q",1,0,1
10,4,2,"t","r","n",1,0,1
10,3,6,"t","r","n",1,0,1
15,4,5,"t","r","n",1,0,1
0,7,4,"t","r","n",1,0,1
15,6,8,"t","r","n",1,0,1
85,12,6,"n","r","n",1,0,1
20,7,5,"t","r","n",1,0,1
10,5,5,"n","r","n",1,0,0
0,6,4,"t","r","n",1,0,1
40,4,5,"t","r","n",1,0,1
10,5,6,"t","u","n",1,0,1
60,7,4,"t","r","n",1,0,1
0,17,3,"t","i","x",0,0,0
25,8,5,"t","r","n",1,0,1
30,8,8,"t","r","n",1,0,1
40,5,7,"t","r","q",1,0,1
40,8,4,"n","r","n",2,0,1
35,4,6,"n","r","n",1,0,1
15,2,5,"t","r","n",0,0,1
0,9,4,"t","r","n",1,0,1
25,6,7,"t","r","q",1,0,1
10,6,6,"t","r","n",1,0,1
35,6,7,"t","r","q",0,0,1
55,9,2,"t","r","n",1,0,1
45,7,5,"t","u","n",1,0,1
0,8,3,"t","r","q",1,0,0
0,5,6,"n","r","n",1,0,1
10,8,5,"t","r","q",1,0,1
20,7,4,"t","r","q",1,0,1
20,15,7,"t","u","x",0,0,0
80,4,6,"t","r","n",0,0,1
40,13,6,"o","r","n",1,0,1
10,8,4,"t","r","n",1,0,1
20,5,3,"t","r","n",1,0,1
30,6,5,"t","r","n",1,0,1
10,11,7,"n","r","n",1,1,1
25,7,8,"t","h","n",1,0,1
20,5,8,"n","r","n",1,0,1
30,3,4,"t","u","n",1,0,1
15,7,5,"t","r","q",1,0,1
0,8,5,"t","r","n",2,0,1
25,5,7,"t","r","q",1,0,1
5,8,6,"t","r","q",1,0,1
70,5,5,"t","r","n",1,1,1
15,5,7,"t","r","n",1,0,1
20,10,6,"o","r","n",1,0,1
15,7,6,"t","r","q",1,0,1
15,8,6,"t","r","q",1,0,1
30,6,6,"t","r","q",1,0,1
5,13,4,"n","r","q",1,0,1
30,8,6,"t","r","n",1,0,1
0,8,4,"t","r","n",1,0,1
0,7,6,"t","r","q",1,0,1
50,9,5,"t","r","q",1,0,1
20,9,5,"t","r","n",1,0,1
10,4,4,"t","r","n",0,0,1
30,9,5,"t","r","n",1,0,1
0,7,2,"t","r","q",0,0,0
10,3,4,"n","r","n",1,0,1
5,9,6,"t","r","n",1,0,1
10,6,5,"t","r","n",1,0,0
40,7,4,"t","r","n",1,0,1
0,13,8,"t","i","n",1,0,0
15,7,5,"n","r","n",0,0,1
45,10,5,"t","r","n",1,0,1
5,6,5,"t","r","n",1,0,1
0,5,4,"t","w","n",1,0,1
25,11,7,"t","r","n",2,0,1
20,5,3,"n","r","n",1,0,1
35,6,6,"t","r","q",1,0,1
15,6,5,"t","r","q",1,0,1
0,3,7,"n","r","n",1,1,1
55,10,5,"t","r","q",1,0,1
5,1,6,"t","r","n",1,0,1
35,5,4,"t","r","n",1,0,1
0,8,5,"t","r","n",1,0,1
45,6,4,"t","r","n",1,0,1
50,5,2,"t","r","q",1,0,1
10,5,2,"t","w","n",1,0,1
55,7,7,"t","r","n",1,0,1
0,9,7,"t","r","n",1,0,1
50,8,9,"t","r","q",1,1,1
30,6,5,"t","r","n",0,0,1
55,3,3,"n","r","n",1,0,1
45,6,5,"t","r","n",1,0,1
10,9,6,"t","r","n",1,0,1
50,5,6,"t","r","q",1,0,1
5,4,3,"n","w","n",2,0,0
25,11,4,"t","r","n",1,0,1
15,4,7,"t","r","q",1,0,1
15,2,5,"t","r","n",1,0,1
5,12,6,"t","r","q",1,0,1
15,3,4,"t","r","n",1,0,1
5,6,8,"n","r","n",1,0,1
25,7,5,"t","r","n",1,0,0
15,6,5,"t","r","n",1,0,1
10,3,5,"t","r","n",1,0,1
200,7,5,"t","h","n",1,1,1
15,8,8,"t","r","n",1,0,1
10,8,5,"t","r","n",1,1,1
20,11,6,"t","r","n",1,0,1
10,5,5,"t","r","n",0,0,0
0,12,3,"t","r","n",1,0,1
20,9,5,"t","r","n",1,0,1
5,9,7,"t","r","n",1,0,1
25,6,4,"t","w","q",1,0,0
10,11,10,"t","i","x",1,1,0
10,6,6,"t","r","n",1,0,1
15,4,4,"n","r","n",1,0,1
80,11,10,"t","r","n",1,0,1
25,14,7,"t","r","q",1,0,1
5,7,6,"n","r","q",1,0,1
10,5,5,"t","r","n",1,0,1
15,6,7,"t","r","n",1,0,0
60,10,5,"t","r","n",1,0,1
10,7,5,"t","r","n",0,0,1
5,4,2,"n","r","n",1,0,1
0,5,6,"n","r","q",1,0,1
20,9,6,"t","r","n",1,0,1
20,13,8,"t","r","n",1,0,1
40,5,3,"t","r","n",1,0,1
25,8,5,"t","r","n",1,0,1
10,7,8,"t","r","q",1,0,1
40,11,5,"t","r","n",1,0,1
20,6,5,"t","r","n",1,0,1
15,6,5,"t","r","n",1,0,1
0,8,10,"t","i","x",1,1,0
20,6,7,"t","r","n",1,0,1
10,6,4,"t","r","n",1,0,0
40,5,5,"t","r","n",0,0,1
15,13,7,"t","r","q",1,0,1
5,2,3,"t","r","n",1,0,1
5,6,7,"t","r","q",2,0,1
0,6,2,"t","w","n",0,1,1
25,10,10,"t","r","n",0,0,1
10,4,3,"n","r","n",1,0,1
5,16,3,"t","u","x",1,1,1
30,3,5,"t","r","n",1,0,1
30,10,6,"t","r","n",1,1,1
10,5,6,"t","r","n",1,1,1
0,7,5,"t","w","n",1,0,1
25,6,7,"o","r","n",1,1,1
25,10,7,"t","r","n",1,0,1
35,6,6,"t","r","x",1,0,1
25,3,4,"t","r","n",1,1,1
35,5,7,"t","r","n",0,0,1
15,6,7,"t","r","n",1,0,1
0,6,3,"t","u","n",1,0,1
0,6,6,"t","r","q",3,0,1
50,40,5,"t","r","q",1,0,1
25,4,3,"t","r","n",1,0,1
35,18,10,"t","r","n",2,1,1
20,5,6,"t","r","n",1,0,1
5,10,5,"t","r","n",1,0,1
10,6,4,"t","r","n",1,0,1
20,18,6,"t","r","q",1,0,1
20,6,3,"t","r","n",1,0,1
10,5,5,"t","r","n",1,0,1
50,5,11,"t","r","n",1,0,1
5,6,5,"n","w","n",1,0,1
5,19,10,"t","i","x",1,1,0
10,8,5,"t","r","n",1,0,1
15,11,5,"t","r","n",1,0,1
50,6,6,"n","r","q",1,1,1
35,8,3,"n","r","n",1,0,1
20,6,7,"t","r","q",2,0,1
0,8,5,"t","r","n",1,0,1
10,10,4,"t","r","n",1,0,1
25,8,5,"n","r","n",1,0,1
10,7,7,"t","w","n",1,0,1
65,6,5,"t","r","n",1,0,1
10,5,8,"t","r","q",1,0,1
25,6,5,"n","r","n",1,0,1
15,4,6,"t","i","x",1,0,0
10,6,5,"t","r","n",1,0,1
30,5,5,"t","r","q",1,0,1
5,8,4,"n","r","n",1,0,1
10,8,6,"o","r","n",1,0,1
20,4,6,"n","r","n",1,0,1
